answer_md,category,question,url
"To apply for MOE Tuition Fee Loan (TFL), please follow one of the following steps below:
| | |
| --- | --- |
| SMU Students | To approach SMU |
| NTU and NUS Students | To approach OCBC or DBS |
| All other students | To approach DBS |
For more information on MOE TFL, please visit [MOE TFL website](https://www.moe.gov.sg/financial-matters/government-loan-schemes/tuition-fee-loan) or approach your institution.",cpf-education-loan-scheme,How do I apply for the MOE Tuition Fee Loan (TFL)?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/how-do-i-apply-for-the-moe-tuition-fee-loan--tfl--
"For payment of approved fees and charges, you can withdraw the Post-Secondary Education Account (PSEA) funds by establishing a Standing Order with MOE or by submitting ad hoc withdrawal applications as and when withdrawals are to be made. The form to use will depend on the approved institution you are in. You should consult the approved institution you are studying in on which form to use.
For more information on PSEA, please visit [MOE PSEA website](https://www.moe.gov.sg/financial-matters/psea).",cpf-education-loan-scheme,How do I apply for the use of my Post-Secondary Education Account (PSEA) funds?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/how-do-i-apply-for-the-use-of-my-post-secondary-education-accoun
"You can use your Ordinary Account (OA), savings up to the Available Withdrawal Limit under the CPF Education Loan, Scheme. The Available Withdrawal Limit is either 40% of your accumulated OA savings1, or your remaining OA balance2, whichever is lower. The amount that can be used is also subject to the tuition fees payable.
If you are 55 years old, or older, you need to set aside the Full Retirement Sum (FRS) in the Retirement Account before you can use the remaining savings in the OA up to the Available Withdrawal Limit. The FRS can be set aside fully with cash, or with cash (i.e. at least the Basic Retirement Sum) and property.
The Available Withdrawal Limit will change if there is a new withdrawal, repayment or refund in your OA., You may check the amount of CPF savings that can be used for education by logging in to your [Education dashboard](https://www.cpf.gov.sg/educationdashboard) with, your Singpass. 1Made up of your current OA balance plus any OA savings that were previously withdrawn for education and investment, excluding the amount used for housing
2After setting aside any amounts reserved for housing or other schemes (if any).",cpf-education-loan-scheme,How much Ordinary Account (OA) savings can I use under the CPF Education Loan Scheme?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/how-much-ordinary-account--oa--savings-can-i-use-under-the-cpf-e
"Your Ordinary Account (OA), savings can be used to pay up to 100% of your own, your spouse, s, your children, s or your siblings,  tuition fees. However, if you are paying for your relatives,  tuition fees, the percentage of tuition fees that can be paid using your OA savings is:
, ò 10% if your relative(s) is studying at a university;
, ò 25% if your relative(s) is studying at a polytechnic or pursuing a Technical Engineer Diploma (TED) or a Technical Diploma in Culinary Arts at Institute of Technical Education (ITE); or , ò 50% if your relative(s) is studying at an art college. To pay the remaining tuition fees, the student can consider the MOE Tuition Fee Loan Scheme, subject to eligibility.",cpf-education-loan-scheme,How much of tuition fees can be paid using Ordinary Account (OA) savings?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/how-much-of-tuition-fees-can-be-paid-using-ordinary-account--oa-
"You may refer to the [Application Schedule to Use CPF Savings under the CPF Education Loan, Scheme](https://www.cpf.gov.sg/eSvc/Web/Miscellaneous/ApplicationScheduleToUseCpfSavings/ViewApplicationSchedule) for the application period of the approved educational institutions.",cpf-education-loan-scheme,When is the application period for the approved educational institutions?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/when-is-the-application-period-for-the-approved-educational-inst
"Supporting documents to verify the relationship between you and the member is not required at the time of application under the CPF Education Loan Scheme. However, we may request for such documents to verify the relationship for audit purposes.",cpf-education-loan-scheme,"Do I have to submit supporting documents to prove the relationship if I am applying to use my parent's, spouse's, siblings' or relatives' CPF under the CPF Education Loan Scheme?",https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/do-i-have-to-submit-supporting-documents-to-prove-the-relationsh
"The CPF member must login to the Uniform Resource Locator (URL) provided in the email within 14 days from the date of the application, and click 'Confirm' if he/she wishes to withdraw his/her CPF savings to pay for the student's tuition fees. The online application will be automatically rejected if no action is taken by the member after 14 days.",cpf-education-loan-scheme,When must the CPF member endorse the online application submitted under the CPF Education Loan Scheme?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/when-must-the-cpf-member-endorse-the-online-application-submitte
"The CPF member must endorse your CPF Education Loan Scheme application using his/her Singpass, to apply to withdraw his/her CPF savings for your tertiary education.",cpf-education-loan-scheme,Why does the CPF member need to login to endorse my online application under the CPF Education Loan Scheme?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/why-does-the-cpf-member-need-to-login-to-endorse-my-online-appli
"You can check the status of your CPF Education Loan Scheme, application under ""My Activities"" by logging in to [CPF website](https://www.cpf.gov.sg/) using your Singpass.",cpf-education-loan-scheme,How do I check the status of my application under the CPF Education Loan Scheme?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/how-do-i-check-the-status-of-my-application-under-the-cpf-educat
"You can check the reason for rejection of your CPF Education Loan Scheme application under ""My Activities"" by logging in to [CPF website](https://www.cpf.gov.sg/) with your Singpass.",cpf-education-loan-scheme,How do I check for the reasons if my application under the CPF Education Loan Scheme is rejected?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/how-do-i-check-for-the-reasons-if-my-application-under-the-cpf-e
All applications under the CPF Education Loan Scheme should be submitted within the application period. You may refer to the [Application Schedule to Use CPF Savings under the CPF Education Loan Scheme](https://www.cpf.gov.sg/eSvc/Web/Miscellaneous/ApplicationScheduleToUseCpfSavings/ViewApplicationSchedule) for the application period of the approved educational institutions.,cpf-education-loan-scheme,Can I still apply for CPF Education Loan Scheme after the application period had closed?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/can-i-still-apply-for-cpf-education-loan-scheme-after-the-applic
"The primary objective of CPF savings is to help members save for their retirement needs. Hence, to avoid depleting members' CPF savings, there is a limit on the amount of savings that can be used for education. The student would also have to repay in cash, the amount withdrawn plus accrued interest after he graduates or leaves the institution to fully restore the member's CPF savings.",cpf-education-loan-scheme,Why is there a cap on the amount of Ordinary Account savings that I can use for education purposes?,https://www.cpf.gov.sg/member/faq/other-schemes/cpf-education-loan-scheme/why-is-there-a-cap-on-the-amount-of-ordinary-account-savings-tha
